Label,Analysis,nVertices,SessCode,Condition,Response
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,141965,faceword09_self,face_intact,0.902156822915588
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,141965,faceword09_self,face_exchange,0.63895685944174
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,141965,faceword09_self,face_top,0.451170774974993
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,141965,faceword09_self,face_bottom,0.523108731423106
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,141965,faceword09_self,word_intact,0.616735928425831
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,141965,faceword09_self,word_exchange,0.793625045833843
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,141965,faceword09_self,word_top,0.440278401465288
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,141965,faceword09_self,word_bottom,0.709811858832836
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,134264,faceword10_self,face_intact,NaN
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,134264,faceword10_self,face_exchange,NaN
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,134264,faceword10_self,face_top,NaN
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,134264,faceword10_self,face_bottom,NaN
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,134264,faceword10_self,word_intact,NaN
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,134264,faceword10_self,word_exchange,NaN
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,134264,faceword10_self,word_top,NaN
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,134264,faceword10_self,word_bottom,NaN
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,130868,faceword11_self,face_intact,1.32249459727057
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,130868,faceword11_self,face_exchange,1.01105935203618
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,130868,faceword11_self,face_top,1.1198000784578
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,130868,faceword11_self,face_bottom,1.06229846436402
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,130868,faceword11_self,word_intact,1.28450050847284
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,130868,faceword11_self,word_exchange,1.21575612446357
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,130868,faceword11_self,word_top,1.11786384829159
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,130868,faceword11_self,word_bottom,1.36712445061782
